name,id,item,value
New Cell Inc. dba Cellcom,7457,DRACustomerRealmName,epc.mnc620.mcc310.3gppnetwork.org
New Cell Inc. dba Cellcom,7457,DRAIMSIPrefix,310620
Nigeria Telecommunications Ltd (NITEL GSM),7506,DRACustomerRealmName,epc.mnc040.mcc621.3gppnetwork.org
Nigeria Telecommunications Ltd (NITEL GSM),7506,DRAIMSIPrefix,62140
Orange (France Caraibe Mobiles),7323,DRACustomerRealmName,epc.mnc001.mcc340.3gppnetwork.org
Orange (France Caraibe Mobiles),7323,DRAIMSIPrefix,34001
Outremer Telecom French Guiana,12662,DRACustomerRealmName,epc.mnc002.mcc340.3gppnetwork.org
Outremer Telecom French Guiana,12662,DRAIMSIPrefix,34002
Sasktel Mobility,7344,DRACustomerRealmName,epc.mnc780.mcc302.3gppnetwork.org
Sasktel Mobility,7344,DRAIMSIPrefix,302780
Choice Wireless,12625,DRACustomerRealmName,epc.mnc630.mcc310.3gppnetwork.org
Choice Wireless,12625,DRAIMSIPrefix,310630
Wana Corporate,7093,DRACustomerRealmName,epc.mnc002.mcc604.3gppnetwork.org
Wana Corporate,7093,DRAIMSIPrefix,60402
TDC Mobil Norway,7310,DRACustomerRealmName,epc.mnc008.mcc242.3gppnetwork.org
TDC Mobil Norway,7310,DRAIMSIPrefix,24208
SMART Tanzania,7386,DRACustomerRealmName,epc.mnc008.mcc640.3gppnetwork.org
SMART Tanzania,7386,DRAIMSIPrefix,64008
Truphone UK,6967,DRACustomerRealmName,epc.mnc025.mcc234.3gppnetwork.org
Truphone UK,6967,DRAIMSIPrefix,23425
Orange Tunisia,7277,DRACustomerRealmName,epc.mnc001.mcc605.3gppnetwork.org
Orange Tunisia,7277,DRAIMSIPrefix,60501
Entel Peru,7339,DRACustomerRealmName,epc.mnc017.mcc716.3gppnetwork.org
Entel Peru,7339,DRAIMSIPrefix,71617
Optus,6085,DRACustomerRealmName,epc.mnc002.mcc505.3gppnetwork.org
Optus,6085,DRAIMSIPrefix,50502
Telefonica International Wholesale,7043,CustomerNodeRealm,drabr01.tgsolutions.grx
Tele2 peering,6817,CustomerNodeRealm,mnc007.mcc240.3gppnetwork.org
Appalachian Wireless,7417,DRACustomerRealmName,epc.mnc130.mcc312.3gppnetwork.org
Appalachian Wireless,7417,DRAIMSIPrefix,312130
BICS SMS peering,6397,CustomerNodeRealm,dra.bics.3gppnetwork.org
YTL Communication,7335,DRACustomerRealmName,epc.mnc152.mcc502.3gppnetwork.org
YTL Communication,7335,DRAIMSIPrefix,502152
Monaco Telecom,7030,DRACustomerRealmName,epc.mnc010.mcc212.3gppnetwork.org
Monaco Telecom,7030,DRAIMSIPrefix,21210
Open Mobile PR,6625,DRACustomerRealmName,epc.mnc120.mcc330.3gppnetwork.org
Open Mobile PR,6625,DRAIMSIPrefix,330120
Digicel Samoa,12655,DRACustomerRealmName,epc.mnc000.mcc549.3gppnetwork.org
Digicel Samoa,12655,DRAIMSIPrefix,54900
Telenet Belgium,12495,DRACustomerRealmName,epc.mnc005.mcc206.3gppnetwork.org
Telenet Belgium,12495,DRAIMSIPrefix,20605
Claro CR Telecomunicaciones,7312,DRACustomerRealmName,epc.mnc003.mcc712.3gppnetwork.org
Claro CR Telecomunicaciones,7312,DRAIMSIPrefix,71203
Vitelcom Cellular DBA Innovative Wireless,12559,DRACustomerRealmName,epc.mnc040.mcc311.3gppnetwork.org	
Truemove 3G,6526,CustomerNodeRealm,dra.mnc004.mcc520.3gppnetwork.org
Truemove 3G,6526,DRACustomerRealmName,epc.mnc004.mcc520.3gppnetwork.org
Truemove 3G,6526,DRACustomerRealmName,epc.mnc000.mcc520.3gppnetwork.org
Truemove 3G,6526,DRAIMSIPrefix,52000
Truemove 3G,6526,DRAIMSIPrefix,52004
Mahanagar Telephone (Mauritius) Ltd,7508,DRACustomerRealmName,epc.mnc003.mcc617.3gppnetwork.org
Mahanagar Telephone (Mauritius) Ltd,7508,DRAIMSIPrefix,61703
Lycamobile Ireland,12752,DRACustomerRealmName,epc.mnc013.mcc272.3gppnetwork.org
Lycamobile Ireland,12752,DRAIMSIPrefix,27213
Lycamobile Switzerland,6698,DRACustomerRealmName,epc.mnc054.mcc228.3gppnetwork.org
Lycamobile Switzerland,6698,DRAIMSIPrefix,22854
PrimeTel Cyprus,7034,DRACustomerRealmName,epc.mnc020.mcc280.3gppnetwork.org
PrimeTel Cyprus,7034,DRAIMSIPrefix,28020
PCCW Global Peer,7446,CustomerNodeRealm,pccwglobal.ipxnetwork.org
Telefonica Moviles Costa Rica,6794,DRACustomerRealmName,epc.mnc004.mcc712.3gppnetwork.org
Telefonica Moviles Costa Rica,6794,DRAIMSIPrefix,71204
Execulink Telecom,7458,DRACustomerRealmName,epc.mnc340.mcc302.3gppnetwork.org
Execulink Telecom,7458,DRAIMSIPrefix,302340
Movicel Angola,12511,DRACustomerRealmName,epc.mnc004.mcc631.3gppnetwork.org
Movicel Angola,12511,DRAIMSIPrefix,63104
TDC Sweden,7309,DRACustomerRealmName,epc.mnc014.mcc240.3gppnetwork.org
TDC Sweden,7309,DRAIMSIPrefix,24014
DRA1.HKG2,6355,DRACustomerRealmName,hkgdra001.aicent.grx
CMI Peer,6586,CustomerNodeRealm,dra.ipx.cmi.3gppnetwork.org
CMI Peer,6586,DRACustomerRealmName,dra.ipx.cmi.3gppnetwork.org
Cubic Telecom,7082,DRACustomerRealmName,epc.mnc006.mcc295.3gppnetwork.org
Cubic Telecom,7082,DRAIMSIPrefix,29506
DRA1.SIN2,6356,DRACustomerRealmName,sindra001.aicent.grx
Bragg Communications,7268,CustomerNodeRealm,mobi.eastlink.ca
Bragg Communications,7268,DRACustomerRealmName,epc.mnc270.mcc302.3gppnetwork.org
Bragg Communications,7268,DRACustomerRealmNameBeforeTranslation,mobi.eastlink.ca
Bragg Communications,7268,DRAIMSIPrefix,302270
Inland Cellular,7381,DRACustomerRealmName,epc.mnc580.mcc310.3gppnetwork.org
Inland Cellular,7381,DRAIMSIPrefix,310580
DRA1.SJC3,6208,DRACustomerRealmName,sjcdra001.aicent.grx
Bug Tussel,7377,DRACustomerRealmName,epc.mnc330.mcc311.3gppnetwork.org
Bug Tussel,7377,DRAIMSIPrefix,311330
DRA1.NYK1,6230,DRACustomerRealmName,nycdra001.aicent.grx
Advanced Wireless Network,7278,DRACustomerRealmName,epc.mnc003.mcc520.3gppnetwork.org
Advanced Wireless Network,7278,DRAIMSIPrefix,52003
dtac TriNet,6867,DRACustomerRealmName,epc.mnc005.mcc520.3gppnetwork.org
dtac TriNet,6867,DRAIMSIPrefix,52005
TATA Communications Peer,7303,CustomerNodeRealm,tatacomm.ipxnetwork.org
UK Broadband,6542,DRACustomerRealmName,ukb.com
UK Broadband,6542,DRAIMSIPrefix,23451
Unitel Laos,7414,DRACustomerRealmName,epc.mnc003.mcc457.3gppnetwork.org
Unitel Laos,7414,DRAIMSIPrefix,45703
DRA1.AMS2,6310,DRACustomerRealmName,amsdra001.aicent.grx
DRA1.LON2,6406,DRACustomerRealmName,londra001.aicent.grx
Smith Bagley,7114,DRACustomerRealmName,epc.mnc320.mcc310.3gppnetwork.org
Smith Bagley,7114,DRAIMSIPrefix,310320
DCC,7127,DRACustomerRealmName,epc.mnc210.mcc312.3gppnetwork.org
DCC,7127,DRAIMSIPrefix,312210
Mobiquithings France,7496,DRACustomerRealmName,epc.mnc024.mcc208.3gppnetwork.org
Mobiquithings France,7496,DRAIMSIPrefix,20824
B-Mobile SLB,12747,DRACustomerRealmName,epc.mnc002.mcc540.3gppnetwork.org
B-Mobile SLB,12747,DRAIMSIPrefix,54002
Telna USA,7434,DRACustomerRealmName,epc.mnc840.mcc310.3gppnetwork.org
Telna USA,7434,DRAIMSIPrefix,310840
HALYS,6916,DRACustomerRealmName,epc.mnc094.mcc208.3gppnetwork.org
HALYS,6916,DRAIMSIPrefix,20894
TRANSATEL France,7075,DRACustomerRealmName,epc.mnc037.mcc901.3gppnetwork.org
TRANSATEL France,7075,DRAIMSIPrefix,90137
BOB Austria,12499,DRACustomerRealmName,epc.mnc011.mcc232.3gppnetwork.org
BOB Austria,12499,DRAIMSIPrefix,23211
AT&T Mobility Maritime,12514,DRACustomerRealmName,epc.mnc018.mcc901.3gppnetwork.org
AT&T Mobility Maritime,12514,DRAIMSIPrefix,90118
Telstra DSS Peer,6609,CustomerNodeRealm,dra.ipx.telstra-global.3gppnetwork.org
Rightel,7357,DRACustomerRealmName,epc.mnc020.mcc432.3gppnetwork.org
Rightel,7357,DRAIMSIPrefix,43220
TelecomAustria DSS Peer,6632,CustomerNodeRealm,spn28834.ipxsp.org
Telecom Italia Sparkle DSS Peer,6633,CustomerNodeRealm,net2mobile.grx
Telenor Peering DSS,6635,CustomerNodeRealm,telenor.grx
Ooredoo Myanmar Limited,7115,DRACustomerRealmName,epc.mnc005.mcc414.3gppnetwork.org
Ooredoo Myanmar Limited,7115,DRAIMSIPrefix,41405
Telenor Myanmar,7391,DRACustomerRealmName,epc.mnc006.mcc414.3gppnetwork.org
Telenor Myanmar,7391,DRAIMSIPrefix,41406
Vodafone IPX Peering Hub,6726,CustomerNodeRealm,vodafone.grx
ETISALAT UAE Peer,6815,CustomerNodeRealm,ipx.etisalat.3gppnetwork.org
AP-HKG-DSC-01,6851,DRACustomerRealmName,dra.ipx.syniverse.3gppnetwork.org
AP-SNG-DSC-01,6852,DRACustomerRealmName,dra.ipx.syniverse.3gppnetwork.org
MTT Peering Hub,6848,CustomerNodeRealm,dra18.mtt.grx
MTT Peering Hub,6848,CustomerNodeRealm,dra1.mtt.grx
S9 NA CHI DRA,6853,DRACustomerRealmName,syniverse.com
S9 NA DAL DRA,6854,DRACustomerRealmName,syniverse.com
TeliaSonera Peer Hub,6847,CustomerNodeRealm,signal.teliasonera.ipxnetwork.org
Syniverse Account,6855,DRAIMSIPrefix,111
Deutsche Telekom Peering Hub,6856,CustomerNodeRealm,diameter.dtag.grx
Wightman,7459,DRACustomerRealmName,epc.mnc940.mcc302.3gppnetwork.org
Wightman,7459,DRAIMSIPrefix,302940
AT&T-310280,6907,DRACustomerRealmName,epc.mnc280.mcc310.3gppnetwork.org
AT&T-310280,6907,DRAIMSIPrefix,310280
AT&T-310030,6906,DRACustomerRealmName,epc.mnc030.mcc310.3gppnetwork.org
AT&T-310030,6906,DRAIMSIPrefix,310030
AT&T-JASPER-310150,6908,DRACustomerRealmName,epc.mnc150.mcc310.3gppnetwork.org
AT&T-JASPER-310150,6908,DRAIMSIPrefix,310150
AT&T-JASPER-310170,6909,DRACustomerRealmName,epc.mnc170.mcc310.3gppnetwork.org
AT&T-JASPER-310170,6909,DRAIMSIPrefix,310170
MTX Connect,7288,DRACustomerRealmName,epc.mnc002.mcc270.3gppnetwork.org
MTX Connect,7288,DRACustomerRealmName,epc.mnc039.mcc901.3gppnetwork.org
MTX Connect,7288,DRAIMSIPrefix,27002
MTX Connect,7288,DRAIMSIPrefix,90139
Northeast Wireless Networks,7260,DRACustomerRealmName,epc.mnc710.mcc311.3gppnetwork.org
Northeast Wireless Networks,7260,DRAIMSIPrefix,311710
Northeast Wireless Networks,7260,DRAIMSIPrefix,312920
EU-AMS-DSC-01,7047,DRACustomerRealmName,dra.ipx.syniverse.3gppnetwork.org
EU-FRT-DSC-01,7048,DRACustomerRealmName,dra.ipx.syniverse.3gppnetwork.org
Beezz Communication,12535,DRACustomerRealmName,epc.mnc023.mcc425.3gppnetwork.org
Beezz Communication,12535,DRAIMSIPrefix,42523
Globetouch US,7069,CustomerNodeRealm,uscsim.globetouch.com
Globetouch US,7069,DRACustomerRealmName,epc.mnc620.mcc312.3gppnetwork.org
Globetouch US,7069,DRACustomerRealmName,epc.mnc276.mcc240.3gppnetwork.org	
Globetouch US,7069,DRAIMSIPrefix,312620
Globetouch US,7069,DRAIMSIPrefix,240276
Globetouch Sweden,7068,DRACustomerRealmName,epc.mnc027.mcc240.3gppnetwork.org
Globetouch Sweden,7068,DRACustomerRealmName,epc.mnc270.mcc240.3gppnetwork.org
Globetouch Sweden,7068,DRACustomerRealmName,epc.mnc271.mcc240.3gppnetwork.org
Globetouch Sweden,7068,DRACustomerRealmName,epc.mnc275.mcc240.3gppnetwork.org
Globetouch Sweden,7068,DRAIMSIPrefix,24027
Globetouch Sweden,7068,DRAIMSIPrefix,240270
Globetouch Sweden,7068,DRAIMSIPrefix,240271
Globetouch Sweden,7068,DRAIMSIPrefix,240275
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc140.mcc346.3gppnetwork.org
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc920.mcc344.3gppnetwork.org
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc350.mcc376.3gppnetwork.org
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc180.mcc338.3gppnetwork.org
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc840.mcc365.3gppnetwork.org
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc600.mcc342.3gppnetwork.org
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc170.mcc348.3gppnetwork.org
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc110.mcc358.3gppnetwork.org
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc110.mcc356.3gppnetwork.org
Cable and Wireless Group,7070,DRACustomerRealmName,epc.mnc110.mcc366.3gppnetwork.org
Cable and Wireless Group,7070,DRAIMSIPrefix,346140
Cable and Wireless Group,7070,DRAIMSIPrefix,344920
Cable and Wireless Group,7070,DRAIMSIPrefix,376350
Cable and Wireless Group,7070,DRAIMSIPrefix,338180
Cable and Wireless Group,7070,DRAIMSIPrefix,365840
Cable and Wireless Group,7070,DRAIMSIPrefix,342600
Cable and Wireless Group,7070,DRAIMSIPrefix,348170
Cable and Wireless Group,7070,DRAIMSIPrefix,358110
Cable and Wireless Group,7070,DRAIMSIPrefix,356110
Cable and Wireless Group,7070,DRAIMSIPrefix,366110
MYS/PACONE,7077,DRACustomerRealmName,epc.mnc153.mcc502.3gppnetwork.org
MYS/PACONE,7077,DRACustomerRealmName,epc.mnc011.mcc502.3gppnetwork.org
MYS/PACONE,7077,DRAIMSIPrefix,502153
MYS/PACONE,7077,DRAIMSIPrefix,50211
Reliance Jio,7083,CustomerNodeRealm,rjil
Reliance Jio,7083,DRACustomerRealmName,epc.mnc874.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc840.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc854.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc855.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc856.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc857.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc858.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc859.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc860.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc861.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc862.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc863.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc864.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc865.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc866.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc867.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc868.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc869.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc870.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc871.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc872.mcc405.3gppnetwork.org
Reliance Jio,7083,DRACustomerRealmName,epc.mnc873.mcc405.3gppnetwork.org
Reliance Jio,7083,DRAIMSIPrefix,405874
Reliance Jio,7083,DRAIMSIPrefix,405840
Reliance Jio,7083,DRAIMSIPrefix,405854
Reliance Jio,7083,DRAIMSIPrefix,405855
Reliance Jio,7083,DRAIMSIPrefix,405856
Reliance Jio,7083,DRAIMSIPrefix,405857
Reliance Jio,7083,DRAIMSIPrefix,405858
Reliance Jio,7083,DRAIMSIPrefix,405859
Reliance Jio,7083,DRAIMSIPrefix,405860
Reliance Jio,7083,DRAIMSIPrefix,405861
Reliance Jio,7083,DRAIMSIPrefix,405862
Reliance Jio,7083,DRAIMSIPrefix,405863
Reliance Jio,7083,DRAIMSIPrefix,405864
Reliance Jio,7083,DRAIMSIPrefix,405865
Reliance Jio,7083,DRAIMSIPrefix,405866
Reliance Jio,7083,DRAIMSIPrefix,405867
Reliance Jio,7083,DRAIMSIPrefix,405868
Reliance Jio,7083,DRAIMSIPrefix,405869
Reliance Jio,7083,DRAIMSIPrefix,405870
Reliance Jio,7083,DRAIMSIPrefix,405871
Reliance Jio,7083,DRAIMSIPrefix,405872
Reliance Jio,7083,DRAIMSIPrefix,405873
BT Global Services Peer,7085,CustomerNodeRealm,ipx.bt.com
South East Asia Telecom,7119,DRACustomerRealmName,epc.mnc011.mcc456.3gppnetwork.org
South East Asia Telecom,7119,DRAIMSIPrefix,45611
ICE Communication Norge AS,7361,DRACustomerRealmName,epc.mnc014.mcc242.3gppnetwork.org
ICE Communication Norge AS,7361,DRAIMSIPrefix,24214
Transaction Network Services Peering Hub,7282,CustomerNodeRealm,tnsi.com
Transaction Network Services Peering Hub,7282,DRACustomerRealmName,epc.mnc520.mcc310.3gppnetwork.org
At&t Cricket,7342,DRACustomerRealmName,epc.mnc150.mcc310.3gppnetwork.org
At&t Cricket,7342,DRAIMSIPrefix,310150
globecomm,7297,DRACustomerRealmName,epc.mnc890.mcc311.3gppnetwork.org
globecomm,7297,DRAIMSIPrefix,311890
SouthernLINC Wireless,7395,DRACustomerRealmName,epc.mnc720.mcc312.3gppnetwork.org
SouthernLINC Wireless,7395,DRAIMSIPrefix,312720
Hewlett-Packard Communication Services LLC,7367,DRACustomerRealmName,epc.mnc930.mcc312.3gppnetwork.org
Hewlett-Packard Communication Services LLC,7367,DRAIMSIPrefix,312930
Emnify,12633,DRACustomerRealmName,epc.mnc009.mcc295.3gppnetwork.org
Emnify,12633,DRAIMSIPrefix,29509
LLC KTKTELEKOM,7427,DRACustomerRealmName,epc.mnc060.mcc250.3gppnetwork.org
LLC KTKTELEKOM,7427,DRAIMSIPrefix,25060
JVT,7441,DRACustomerRealmName,epc.mnc920.mcc310.3gppnetwork.org
JVT,7441,DRAIMSIPrefix,310920
Hewlett-Packard Communication Frech,7369,DRACustomerRealmName,epc.mnc012.mcc208.3gppnetwork.org
Hewlett-Packard Communication Frech,7369,DRAIMSIPrefix,20812
Strata Network USA,7378,CustomerNodeRealm,rinawireless.com
Strata Network USA,7378,DRACustomerRealmName,epc.mnc290.mcc312.3gppnetwork.org
Strata Network USA,7378,DRAIMSIPrefix,312290
Silverstar Communications USA,7379,DRACustomerRealmName,epc.mnc430.mcc312.3gppnetwork.org
Silverstar Communications USA,7379,DRAIMSIPrefix,312430
NA-CHI-DSC-01,7408,DRACustomerRealmName,dra.ipx.syniverse.3gppnetwork.org
NA-DAL-DSC-01,7409,DRACustomerRealmName,dra.ipx.syniverse.3gppnetwork.org
TMT Russian,7494,DRACustomerRealmName,epc.mnc027.mcc250.3gppnetwork.org
TMT Russian,7494,DRAIMSIPrefix,25027
GlobeTouch EU M2M,7406,CustomerNodeRealm,eucsim.globetouch.com
GlobeTouch EU M2M,7406,DRACustomerRealmName,eumvne.globetouch.com
AT&T-310380,7410,DRACustomerRealmName,epc.mnc380.mcc310.3gppnetwork.org
AT&T-310380,7410,DRAIMSIPrefix,310380
Speednet,7467,DRACustomerRealmName,epc.mnc069.mcc702.3gppnetwork.org
Speednet,7467,DRAIMSIPrefix,70269
Vodafone US For Life,7422,DRACustomerRealmName,epc.mnc999.mcc999.3gppnetwork.org
NewCo2015 Bahamas,7424,DRACustomerRealmName,epc.mnc049.mcc364.3gppnetwork.org
NewCo2015 Bahamas,7424,DRAIMSIPrefix,36449
Worldcall,7448,DRACustomerRealmName,epc.mnc990.mcc310.3gppnetwork.org
Worldcall,7448,DRAIMSIPrefix,310990
Eltopia Communications,7460,DRACustomerRealmName,epc.mnc410.mcc312.3gppnetwork.org
Eltopia Communications,7460,DRAIMSIPrefix,312410
Nex-Tech Wireless,7472,DRACustomerRealmName,epc.mnc420.mcc312.3gppnetwork.org
Nex-Tech Wireless,7472,DRAIMSIPrefix,312420
NetGenuity,7502,DRACustomerRealmName,epc.mnc630.mcc312.3gppnetwork.org
NetGenuity,7502,DRAIMSIPrefix,312630
China Telecom C2G,7505,DRACustomerRealmName,epc.mnc099.mcc460.3gppnetwork.org
Tampnet,7512,DRACustomerRealmName,epc.mnc170.mcc311.3gppnetwork.org
Tampnet,7512,DRACustomerRealmName,epc.mnc999.mcc242.3gppnetwork.org
Tampnet,7512,DRAIMSIPrefix,311170
Tampnet,7512,DRAIMSIPrefix,242999
Yesss Austria,12498,DRACustomerRealmName,epc.mnc012.mcc232.3gppnetwork.org
Yesss Austria,12498,DRAIMSIPrefix,23212
EMnify GmbH,12504,DRACustomerRealmName,epc.mnc043.mcc901.3gppnetwork.org
EMnify GmbH,12504,DRAIMSIPrefix,90143
C Spire,12529,DRACustomerRealmName,epc.mnc230.mcc311.3gppnetwork.org
C Spire,12529,DRAIMSIPrefix,311230
Cross Wireless,12530,DRACustomerRealmName,epc.mnc010.mcc313.3gppnetwork.org
Cross Wireless,12530,DRAIMSIPrefix,313010
Cellular Network Partnership dba Pioneer Cellular,12539,DRACustomerRealmName,epc.mnc280.mcc312.3gppnetwork.org
Cellular Network Partnership dba Pioneer Cellular,12539,DRAIMSIPrefix,312280
Wireless Partners,12542,DRACustomerRealmName,epc.mnc710.mcc312.3gppnetwork.org
Wireless Partners,12542,DRAIMSIPrefix,312710
Expeto Wireless Inc,12545,DRACustomerRealmName,epc.mnc260.mcc313.3gppnetwork.org
Expeto Wireless Inc,12545,DRAIMSIPrefix,313260
Regional Telecom Company,12563,DRACustomerRealmName,epc.mnc066.mcc418.3gppnetwork.org
Regional Telecom Company,12563,DRAIMSIPrefix,41866
Sprint-312530,12565,DRACustomerRealmName,epc.mnc530.mcc312.3gppnetwork.org
Sprint-312530,12565,DRAIMSIPrefix,312530
IPKO Telecommunications LLC,12568,DRACustomerRealmName,epc.mnc002.mcc221.3gppnetwork.org
IPKO Telecommunications LLC,12568,DRAIMSIPrefix,22102
Teleena Netherlands,12571,DRACustomerRealmName,epc.mnc007.mcc204.3gppnetwork.org
Teleena Netherlands,12571,DRACustomerRealmName,epc.mnc054.mcc901.3gppnetwork.org
Teleena Netherlands,12571,DRAIMSIPrefix,20407
Teleena Netherlands,12571,DRAIMSIPrefix,90154
Telecom26,12580,DRACustomerRealmName,epc.mnc046.mcc901.3gppnetwork.org
Telecom26,12580,DRAIMSIPrefix,90146
SSi Micro LTD,12596,DRACustomerRealmName,epc.mnc480.mcc302.3gppnetwork.org
SSi Micro LTD,12596,DRAIMSIPrefix,302480
AT&T-313100,12599,DRACustomerRealmName,epc.mnc100.mcc313.3gppnetwork.org
AT&T-313100,12599,DRAIMSIPrefix,313100
Gigsky Mobile,12610,DRACustomerRealmName,epc.mnc870.mcc312.3gppnetwork.org
Gigsky Mobile,12610,DRAIMSIPrefix,312870
Swazi Mobile,12612,DRACustomerRealmName,epc.mnc002.mcc653.3gppnetwork.org
Swazi Mobile,12612,DRAIMSIPrefix,65302
"Vermont Telephone Company, Inc",12616,DRACustomerRealmName,epc.mnc990.mcc311.3gppnetwork.org
"Vermont Telephone Company, Inc",12616,DRAIMSIPrefix,311990
Wavely,12618,DRACustomerRealmName,epc.mnc042.mcc238.3gppnetwork.org
Wavely,12618,DRAIMSIPrefix,23842
Webbing Hong Kong Limited,12643,DRACustomerRealmName,epc.mnc035.mcc454.3gppnetwork.org
Webbing Hong Kong Limited,12643,DRAIMSIPrefix,45435
Midwest Network Solutions Hub,12645,DRACustomerRealmName,epc.mnc070.mcc313.3gppnetwork.org
Midwest Network Solutions Hub,12645,DRACustomerRealmName,epc.mnc700.mcc311.3gppnetwork.org
Midwest Network Solutions Hub,12645,DRAIMSIPrefix,313070
Midwest Network Solutions Hub,12645,DRAIMSIPrefix,311700
Persistent Telecom ,12653,DRACustomerRealmName,pti.com
Persistent Telecom ,12653,DRAIMSIPrefix,338050
Xplornet,12741,DRACustomerRealmName,epc.mnc130.mcc302.3gppnetwork.org
Xplornet,12741,DRAIMSIPrefix,302130
